"","st_fips","state_name","place_name","year"
"27276","3650034","New York","Newburgh city","2017"
"27277","3650034","New York","Newburgh city","2017"
"27278","3650034","New York","Newburgh city","2017"
"27279","3650034","New York","Newburgh city","2017"
"27280","3650034","New York","Newburgh city","2017"
"27281","3650034","New York","Newburgh city","2017"
"27282","3650034","New York","Newburgh city","2017"
"27283","3650034","New York","Newburgh city","2017"
"27284","3650034","New York","Newburgh city","2017"
"27285","3650034","New York","Newburgh city","2017"
"27286","3650034","New York","Newburgh city","2017"
"27287","3650034","New York","Newburgh city","2017"
"27288","3650034","New York","Newburgh city","2017"
"27289","3650034","New York","Newburgh city","2017"
"27290","3650034","New York","Newburgh city","2017"
"27291","3650034","New York","Newburgh city","2017"
"27292","3650034","New York","Newburgh city","2017"
"27293","3650034","New York","Newburgh city","2017"
"27294","3650034","New York","Newburgh city","2017"
"27295","3650034","New York","Newburgh city","2017"
"27296","3650034","New York","Newburgh city","2017"
"27297","3650034","New York","Newburgh city","2017"
"27298","3650034","New York","Newburgh city","2017"
"27299","3650034","New York","Newburgh city","2017"
"27300","3650034","New York","Newburgh city","2017"
"27301","3650034","New York","Newburgh city","2017"
"27302","3650034","New York","Newburgh city","2017"
"27303","3616936","New York","Cold Spring village","2017"
"27304","3616936","New York","Cold Spring village","2017"
"27305","3616936","New York","Cold Spring village","2017"
"27306","3616936","New York","Cold Spring village","2017"
"27307","3616936","New York","Cold Spring village","2017"
"27308","3616936","New York","Cold Spring village","2017"
"27309","3665508","New York","Schenectady city","2017"
"27310","3665508","New York","Schenectady city","2017"
"27311","3665508","New York","Schenectady city","2017"
"27312","3665508","New York","Schenectady city","2017"
"27313","3665508","New York","Schenectady city","2017"
"27314","3665508","New York","Schenectady city","2017"
"27315","3665508","New York","Schenectady city","2017"
"27316","3665508","New York","Schenectady city","2017"
"27317","3639727","New York","Kingston city","2017"
"27318","3639727","New York","Kingston city","2017"
"27319","3639727","New York","Kingston city","2017"
"27320","3639727","New York","Kingston city","2017"
"27321","3639727","New York","Kingston city","2017"
"27322","3639727","New York","Kingston city","2017"
"27323","3639727","New York","Kingston city","2017"
"27324","3639727","New York","Kingston city","2017"
"27325","3639727","New York","Kingston city","2017"
"27326","3639727","New York","Kingston city","2017"
"27327","3639727","New York","Kingston city","2017"
"27328","3639727","New York","Kingston city","2017"
"27329","3639727","New York","Kingston city","2017"
"27330","3639727","New York","Kingston city","2017"
"27331","3639727","New York","Kingston city","2017"
"27332","3639727","New York","Kingston city","2017"
"27333","3639727","New York","Kingston city","2017"
"27334","3639727","New York","Kingston city","2017"
"27335","3639727","New York","Kingston city","2017"
"27336","3639727","New York","Kingston city","2017"
"27337","3639727","New York","Kingston city","2017"
"27338","3639727","New York","Kingston city","2017"
"27339","3639727","New York","Kingston city","2017"
"27340","3639727","New York","Kingston city","2017"
"27341","3639727","New York","Kingston city","2017"
"27342","3639727","New York","Kingston city","2017"
"27343","3639727","New York","Kingston city","2017"
"27344","3639727","New York","Kingston city","2017"
"27345","3639727","New York","Kingston city","2017"
"27346","3639727","New York","Kingston city","2017"
"27347","3639727","New York","Kingston city","2017"
"27348","3639727","New York","Kingston city","2017"
"27349","3639727","New York","Kingston city","2017"
"27350","3639727","New York","Kingston city","2017"
"27351","3639727","New York","Kingston city","2017"
"27352","3639727","New York","Kingston city","2017"
"27353","3639727","New York","Kingston city","2017"
"27354","3639727","New York","Kingston city","2017"
"27355","3639727","New York","Kingston city","2017"
"27356","3639727","New York","Kingston city","2017"
"27357","3650551","New York","New Paltz village","2017"
"27358","3650551","New York","New Paltz village","2017"
"27359","3649121","New York","Mount Vernon city","2017"
"27360","3649121","New York","Mount Vernon city","2017"
"27361","3649121","New York","Mount Vernon city","2017"
"27362","3649121","New York","Mount Vernon city","2017"
"27363","3649121","New York","Mount Vernon city","2017"
"27364","3649121","New York","Mount Vernon city","2017"
"27365","3649121","New York","Mount Vernon city","2017"
"27366","3649121","New York","Mount Vernon city","2017"
"27367","3664309","New York","Rye city","2017"
"27368","3675583","New York","Tuckahoe village","2017"
"27369","3675583","New York","Tuckahoe village","2017"
"27370","3675583","New York","Tuckahoe village","2017"
"27371","3675583","New York","Tuckahoe village","2017"
"27372","3737003","North Carolina","Alexander County","2017"
"27373","3737003","North Carolina","Alexander County","2017"
"27374","3737003","North Carolina","Alexander County","2017"
"27375","3737005","North Carolina","Alleghany County","2017"
"27376","3737013","North Carolina","Beaufort County","2017"
"27377","3737013","North Carolina","Beaufort County","2017"
"27378","3737013","North Carolina","Beaufort County","2017"
"27379","3737013","North Carolina","Beaufort County","2017"
"27380","3737013","North Carolina","Beaufort County","2017"
"27381","3737017","North Carolina","Bladen County","2017"
"27382","3737017","North Carolina","Bladen County","2017"
"27383","3765900","North Carolina","Sunset Beach town","2017"
"27384","3765900","North Carolina","Sunset Beach town","2017"
"27385","3765900","North Carolina","Sunset Beach town","2017"
"27386","3765900","North Carolina","Sunset Beach town","2017"
"27387","3765900","North Carolina","Sunset Beach town","2017"
"27388","3765900","North Carolina","Sunset Beach town","2017"
"27389","3765900","North Carolina","Sunset Beach town","2017"
"27390","3765900","North Carolina","Sunset Beach town","2017"
"27391","3765900","North Carolina","Sunset Beach town","2017"
"27392","3702140","North Carolina","Asheville city","2017"
"27393","3702140","North Carolina","Asheville city","2017"
"27394","3737021","North Carolina","Buncombe County","2017"
"27395","3737021","North Carolina","Buncombe County","2017"
"27396","3737021","North Carolina","Buncombe County","2017"
"27397","3737021","North Carolina","Buncombe County","2017"
"27398","3737021","North Carolina","Buncombe County","2017"
"27399","3737021","North Carolina","Buncombe County","2017"
"27400","3737021","North Carolina","Buncombe County","2017"
"27401","3737021","North Carolina","Buncombe County","2017"
"27402","3737021","North Carolina","Buncombe County","2017"
"27403","3737021","North Carolina","Buncombe County","2017"
"27404","3737021","North Carolina","Buncombe County","2017"
"27405","3737021","North Carolina","Buncombe County","2017"
"27406","3737021","North Carolina","Buncombe County","2017"
"27407","3737021","North Carolina","Buncombe County","2017"
"27408","3737021","North Carolina","Buncombe County","2017"
"27409","3737021","North Carolina","Buncombe County","2017"
"27410","3744400","North Carolina","Morganton city","2017"
"27411","3744400","North Carolina","Morganton city","2017"
"27412","3744400","North Carolina","Morganton city","2017"
"27413","3744400","North Carolina","Morganton city","2017"
"27414","3744400","North Carolina","Morganton city","2017"
"27415","3744400","North Carolina","Morganton city","2017"
"27416","3737025","North Carolina","Cabarrus County","2017"
"27417","3737025","North Carolina","Cabarrus County","2017"
"27418","3737025","North Carolina","Cabarrus County","2017"
"27419","3737025","North Carolina","Cabarrus County","2017"
"27420","3737025","North Carolina","Cabarrus County","2017"
"27421","3737025","North Carolina","Cabarrus County","2017"
"27422","3737025","North Carolina","Cabarrus County","2017"
"27423","3737025","North Carolina","Cabarrus County","2017"
"27424","3720120","North Carolina","Edenton town","2017"
"27425","3720120","North Carolina","Edenton town","2017"
"27426","3720120","North Carolina","Edenton town","2017"
"27427","3746340","North Carolina","New Bern city","2017"
"27428","3746340","North Carolina","New Bern city","2017"
"27429","3746340","North Carolina","New Bern city","2017"
"27430","3746340","North Carolina","New Bern city","2017"
"27431","3746340","North Carolina","New Bern city","2017"
"27432","3746340","North Carolina","New Bern city","2017"
"27433","3746340","North Carolina","New Bern city","2017"
"27434","3746340","North Carolina","New Bern city","2017"
"27435","3746340","North Carolina","New Bern city","2017"
"27436","3746340","North Carolina","New Bern city","2017"
"27437","3746340","North Carolina","New Bern city","2017"
"27438","3746340","North Carolina","New Bern city","2017"
"27439","3746340","North Carolina","New Bern city","2017"
"27440","3722920","North Carolina","Fayetteville city","2017"
"27441","3722920","North Carolina","Fayetteville city","2017"
"27442","3722920","North Carolina","Fayetteville city","2017"
"27443","3722920","North Carolina","Fayetteville city","2017"
"27444","3722920","North Carolina","Fayetteville city","2017"
"27445","3722920","North Carolina","Fayetteville city","2017"
"27446","3722920","North Carolina","Fayetteville city","2017"
"27447","3718060","North Carolina","Duck town","2017"
"27448","3718060","North Carolina","Duck town","2017"
"27449","3718060","North Carolina","Duck town","2017"
"27450","3735720","North Carolina","Kill Devil Hills town","2017"
"27451","3735720","North Carolina","Kill Devil Hills town","2017"
"27452","3735720","North Carolina","Kill Devil Hills town","2017"
"27453","3735720","North Carolina","Kill Devil Hills town","2017"
"27454","3735720","North Carolina","Kill Devil Hills town","2017"
"27455","3735720","North Carolina","Kill Devil Hills town","2017"
"27456","3735720","North Carolina","Kill Devil Hills town","2017"
"27457","3736060","North Carolina","Kitty Hawk town","2017"
"27458","3736060","North Carolina","Kitty Hawk town","2017"
"27459","3745880","North Carolina","Nags Head town","2017"
"27460","3745880","North Carolina","Nags Head town","2017"
"27461","3745880","North Carolina","Nags Head town","2017"
"27462","3745880","North Carolina","Nags Head town","2017"
"27463","3745880","North Carolina","Nags Head town","2017"
"27464","3745880","North Carolina","Nags Head town","2017"
"27465","3745880","North Carolina","Nags Head town","2017"
"27466","3745880","North Carolina","Nags Head town","2017"
"27467","3745880","North Carolina","Nags Head town","2017"
"27468","3745880","North Carolina","Nags Head town","2017"
"27469","3745880","North Carolina","Nags Head town","2017"
"27470","3745880","North Carolina","Nags Head town","2017"
"27471","3745880","North Carolina","Nags Head town","2017"
"27472","3745880","North Carolina","Nags Head town","2017"
"27473","3745880","North Carolina","Nags Head town","2017"
"27474","3745880","North Carolina","Nags Head town","2017"
"27475","3745880","North Carolina","Nags Head town","2017"
"27476","3737065","North Carolina","Edgecombe County","2017"
"27477","3737065","North Carolina","Edgecombe County","2017"
"27478","3737065","North Carolina","Edgecombe County","2017"
"27479","3738040","North Carolina","Lewisville town","2017"
"27480","3775000","North Carolina","Winston-Salem city","2017"
"27481","3775000","North Carolina","Winston-Salem city","2017"
"27482","3775000","North Carolina","Winston-Salem city","2017"
"27483","3775000","North Carolina","Winston-Salem city","2017"
"27484","3775000","North Carolina","Winston-Salem city","2017"
"27485","3775000","North Carolina","Winston-Salem city","2017"
"27486","3775000","North Carolina","Winston-Salem city","2017"
"27487","3709060","North Carolina","Burlington city","2017"
"27488","3709060","North Carolina","Burlington city","2017"
"27489","3709060","North Carolina","Burlington city","2017"
"27490","3709060","North Carolina","Burlington city","2017"
"27491","3737087","North Carolina","Haywood County","2017"
"27492","3737087","North Carolina","Haywood County","2017"
"27493","3737087","North Carolina","Haywood County","2017"
"27494","3737087","North Carolina","Haywood County","2017"
"27495","3737087","North Carolina","Haywood County","2017"
"27496","3737087","North Carolina","Haywood County","2017"
"27497","3737087","North Carolina","Haywood County","2017"
"27498","3737087","North Carolina","Haywood County","2017"
"27499","3737087","North Carolina","Haywood County","2017"
"27500","3737087","North Carolina","Haywood County","2017"
"27501","3737087","North Carolina","Haywood County","2017"
"27502","3762520","North Carolina","Smithfield town","2017"
"27503","3762520","North Carolina","Smithfield town","2017"
"27504","3762520","North Carolina","Smithfield town","2017"
"27505","3762520","North Carolina","Smithfield town","2017"
"27506","3737111","North Carolina","McDowell County","2017"
"27507","3737111","North Carolina","McDowell County","2017"
"27508","3737111","North Carolina","McDowell County","2017"
"27509","3737111","North Carolina","McDowell County","2017"
"27510","3737111","North Carolina","McDowell County","2017"
"27511","3737111","North Carolina","McDowell County","2017"
"27512","3737111","North Carolina","McDowell County","2017"
"27513","3737111","North Carolina","McDowell County","2017"
"27514","3737111","North Carolina","McDowell County","2017"
"27515","3737111","North Carolina","McDowell County","2017"
"27516","3737111","North Carolina","McDowell County","2017"
"27517","3737111","North Carolina","McDowell County","2017"
"27518","3737113","North Carolina","Macon County","2017"
"27519","3737113","North Carolina","Macon County","2017"
"27520","3737113","North Carolina","Macon County","2017"
"27521","3737113","North Carolina","Macon County","2017"
"27522","3737113","North Carolina","Macon County","2017"
"27523","3737115","North Carolina","Madison County","2017"
"27524","3737115","North Carolina","Madison County","2017"
"27525","3746000","North Carolina","Nashville town","2017"
"27526","3746000","North Carolina","Nashville town","2017"
"27527","3746000","North Carolina","Nashville town","2017"
"27528","3734200","North Carolina","Jacksonville city","2017"
"27529","3734200","North Carolina","Jacksonville city","2017"
"27530","3734200","North Carolina","Jacksonville city","2017"
"27531","3734200","North Carolina","Jacksonville city","2017"
"27532","3737133","North Carolina","Onslow County","2017"
"27533","3737133","North Carolina","Onslow County","2017"
"27534","3737133","North Carolina","Onslow County","2017"
"27535","3737133","North Carolina","Onslow County","2017"
"27536","3737133","North Carolina","Onslow County","2017"
"27537","3737133","North Carolina","Onslow County","2017"
"27538","3737133","North Carolina","Onslow County","2017"
"27539","3737133","North Carolina","Onslow County","2017"
"27540","3737147","North Carolina","Pitt County","2017"
"27541","3737147","North Carolina","Pitt County","2017"
"27542","3737147","North Carolina","Pitt County","2017"
"27543","3737147","North Carolina","Pitt County","2017"
"27544","3737147","North Carolina","Pitt County","2017"
"27545","3737147","North Carolina","Pitt County","2017"
"27546","3737147","North Carolina","Pitt County","2017"
"27547","3737147","North Carolina","Pitt County","2017"
"27548","3737147","North Carolina","Pitt County","2017"
"27549","3737147","North Carolina","Pitt County","2017"
"27550","3737147","North Carolina","Pitt County","2017"
"27551","3737147","North Carolina","Pitt County","2017"
"27552","3737147","North Carolina","Pitt County","2017"
"27553","3737147","North Carolina","Pitt County","2017"
"27554","3737147","North Carolina","Pitt County","2017"
"27555","3737147","North Carolina","Pitt County","2017"
"27556","3737147","North Carolina","Pitt County","2017"
"27557","3736500","North Carolina","Lake Lure town","2017"
"27558","3771460","North Carolina","Waxhaw town","2017"
"27559","3771460","North Carolina","Waxhaw town","2017"
"27560","3771460","North Carolina","Waxhaw town","2017"
"27561","3771460","North Carolina","Waxhaw town","2017"
"27562","3771460","North Carolina","Waxhaw town","2017"
"27563","3771460","North Carolina","Waxhaw town","2017"
"27564","3771460","North Carolina","Waxhaw town","2017"
"27565","3771460","North Carolina","Waxhaw town","2017"
"27566","3771460","North Carolina","Waxhaw town","2017"
"27567","3771460","North Carolina","Waxhaw town","2017"
"27568","3771460","North Carolina","Waxhaw town","2017"
"27569","3771460","North Carolina","Waxhaw town","2017"
"27570","3719000","North Carolina","Durham city","2017"
"27571","3719000","North Carolina","Durham city","2017"
"27572","3719000","North Carolina","Durham city","2017"
"27573","3719000","North Carolina","Durham city","2017"
"27574","3732260","North Carolina","Holly Springs town","2017"
"27575","3732260","North Carolina","Holly Springs town","2017"
"27576","3732260","North Carolina","Holly Springs town","2017"
"27577","3732260","North Carolina","Holly Springs town","2017"
"27578","3732260","North Carolina","Holly Springs town","2017"
"27579","3943554","Ohio","Lima city","2017"
"27580","3943554","Ohio","Lima city","2017"
"27581","3902736","Ohio","Athens city","2017"
"27582","3902736","Ohio","Athens city","2017"
"27583","3902736","Ohio","Athens city","2017"
"27584","3902736","Ohio","Athens city","2017"
"27585","3902736","Ohio","Athens city","2017"
"27586","3902736","Ohio","Athens city","2017"
"27587","3969680","Ohio","St. Marys city","2017"
"27588","3969680","Ohio","St. Marys city","2017"
"27589","3949840","Ohio","Middletown city","2017"
"27590","3949840","Ohio","Middletown city","2017"
"27591","3949840","Ohio","Middletown city","2017"
"27592","3949840","Ohio","Middletown city","2017"
"27593","3939021","Ohio","Champaign County","2017"
"27594","3939021","Ohio","Champaign County","2017"
"27595","3939021","Ohio","Champaign County","2017"
"27596","3939021","Ohio","Champaign County","2017"
"27597","3939021","Ohio","Champaign County","2017"
"27598","3939021","Ohio","Champaign County","2017"
"27599","3939021","Ohio","Champaign County","2017"
"27600","3939021","Ohio","Champaign County","2017"
"27601","3939021","Ohio","Champaign County","2017"
"27602","3939021","Ohio","Champaign County","2017"
"27603","3939021","Ohio","Champaign County","2017"
"27604","3939021","Ohio","Champaign County","2017"
"27605","3939021","Ohio","Champaign County","2017"
"27606","3939021","Ohio","Champaign County","2017"
"27607","3939021","Ohio","Champaign County","2017"
"27608","3939021","Ohio","Champaign County","2017"
"27609","3939021","Ohio","Champaign County","2017"
"27610","3939021","Ohio","Champaign County","2017"
"27611","3939021","Ohio","Champaign County","2017"
"27612","3939021","Ohio","Champaign County","2017"
"27613","3939021","Ohio","Champaign County","2017"
"27614","3939021","Ohio","Champaign County","2017"
"27615","3939021","Ohio","Champaign County","2017"
"27616","3939021","Ohio","Champaign County","2017"
"27617","3939021","Ohio","Champaign County","2017"
"27618","3939021","Ohio","Champaign County","2017"
"27619","3939021","Ohio","Champaign County","2017"
"27620","3939021","Ohio","Champaign County","2017"
"27621","3939021","Ohio","Champaign County","2017"
"27622","3939021","Ohio","Champaign County","2017"
"27623","3939021","Ohio","Champaign County","2017"
"27624","3939021","Ohio","Champaign County","2017"
"27625","3939021","Ohio","Champaign County","2017"
"27626","3939021","Ohio","Champaign County","2017"
"27627","3939021","Ohio","Champaign County","2017"
"27628","3939021","Ohio","Champaign County","2017"
"27629","3939021","Ohio","Champaign County","2017"
"27630","3939021","Ohio","Champaign County","2017"
"27631","3939021","Ohio","Champaign County","2017"
"27632","3939021","Ohio","Champaign County","2017"
"27633","3939021","Ohio","Champaign County","2017"
"27634","3939021","Ohio","Champaign County","2017"
"27635","3939021","Ohio","Champaign County","2017"
"27636","3939021","Ohio","Champaign County","2017"
"27637","3939021","Ohio","Champaign County","2017"
"27638","3939021","Ohio","Champaign County","2017"
"27639","3939021","Ohio","Champaign County","2017"
"27640","3939021","Ohio","Champaign County","2017"
"27641","3939021","Ohio","Champaign County","2017"
"27642","3939021","Ohio","Champaign County","2017"
"27643","3909288","Ohio","Brook Park city","2017"
"27644","3909288","Ohio","Brook Park city","2017"
"27645","3909288","Ohio","Brook Park city","2017"
"27646","3916014","Ohio","Cleveland Heights city","2017"
"27647","3916014","Ohio","Cleveland Heights city","2017"
"27648","3916014","Ohio","Cleveland Heights city","2017"
"27649","3916014","Ohio","Cleveland Heights city","2017"
"27650","3916014","Ohio","Cleveland Heights city","2017"
"27651","3916014","Ohio","Cleveland Heights city","2017"
"27652","3916014","Ohio","Cleveland Heights city","2017"
"27653","3916014","Ohio","Cleveland Heights city","2017"
"27654","3916014","Ohio","Cleveland Heights city","2017"
"27655","3916014","Ohio","Cleveland Heights city","2017"
"27656","3916014","Ohio","Cleveland Heights city","2017"
"27657","3916014","Ohio","Cleveland Heights city","2017"
"27658","3916014","Ohio","Cleveland Heights city","2017"
"27659","3916014","Ohio","Cleveland Heights city","2017"
"27660","3916014","Ohio","Cleveland Heights city","2017"
"27661","3916014","Ohio","Cleveland Heights city","2017"
"27662","3916014","Ohio","Cleveland Heights city","2017"
"27663","3916014","Ohio","Cleveland Heights city","2017"
"27664","3916014","Ohio","Cleveland Heights city","2017"
"27665","3916014","Ohio","Cleveland Heights city","2017"
"27666","3916014","Ohio","Cleveland Heights city","2017"
"27667","3916014","Ohio","Cleveland Heights city","2017"
"27668","3916014","Ohio","Cleveland Heights city","2017"
"27669","3916014","Ohio","Cleveland Heights city","2017"
"27670","3916014","Ohio","Cleveland Heights city","2017"
"27671","3923380","Ohio","East Cleveland city","2017"
"27672","3923380","Ohio","East Cleveland city","2017"
"27673","3923380","Ohio","East Cleveland city","2017"
"27674","3923380","Ohio","East Cleveland city","2017"
"27675","3935098","Ohio","Hicksville village","2017"
"27676","3935098","Ohio","Hicksville village","2017"
"27677","3935098","Ohio","Hicksville village","2017"
"27678","3935098","Ohio","Hicksville village","2017"
"27679","3935098","Ohio","Hicksville village","2017"
"27680","3935098","Ohio","Hicksville village","2017"
"27681","3935098","Ohio","Hicksville village","2017"
"27682","3935098","Ohio","Hicksville village","2017"
"27683","3918000","Ohio","Columbus city","2017"
"27684","3918000","Ohio","Columbus city","2017"
"27685","3918000","Ohio","Columbus city","2017"
"27686","3918000","Ohio","Columbus city","2017"
"27687","3918000","Ohio","Columbus city","2017"
"27688","3918000","Ohio","Columbus city","2017"
"27689","3918000","Ohio","Columbus city","2017"
"27690","3918000","Ohio","Columbus city","2017"
"27691","3918000","Ohio","Columbus city","2017"
"27692","3918000","Ohio","Columbus city","2017"
"27693","3918000","Ohio","Columbus city","2017"
"27694","3922694","Ohio","Dublin city","2017"
"27695","3922694","Ohio","Dublin city","2017"
"27696","3922694","Ohio","Dublin city","2017"
"27697","3922694","Ohio","Dublin city","2017"
"27698","3922694","Ohio","Dublin city","2017"
"27699","3922694","Ohio","Dublin city","2017"
"27700","3922694","Ohio","Dublin city","2017"
"27701","3922694","Ohio","Dublin city","2017"
"27702","3922694","Ohio","Dublin city","2017"
"27703","3986772","Ohio","Xenia city","2017"
"27704","3986772","Ohio","Xenia city","2017"
"27705","3986772","Ohio","Xenia city","2017"
"27706","3986772","Ohio","Xenia city","2017"
"27707","3986772","Ohio","Xenia city","2017"
"27708","3986772","Ohio","Xenia city","2017"
"27709","3986772","Ohio","Xenia city","2017"
"27710","3927706","Ohio","Forest Park city","2017"
"27711","3927706","Ohio","Forest Park city","2017"
"27712","3927706","Ohio","Forest Park city","2017"
"27713","3927706","Ohio","Forest Park city","2017"
"27714","3927706","Ohio","Forest Park city","2017"
"27715","3927706","Ohio","Forest Park city","2017"
"27716","3927706","Ohio","Forest Park city","2017"
"27717","3927706","Ohio","Forest Park city","2017"
"27718","3927706","Ohio","Forest Park city","2017"
"27719","3927706","Ohio","Forest Park city","2017"
"27720","3927706","Ohio","Forest Park city","2017"
"27721","3927706","Ohio","Forest Park city","2017"
"27722","3927706","Ohio","Forest Park city","2017"
"27723","3927706","Ohio","Forest Park city","2017"
"27724","3927706","Ohio","Forest Park city","2017"
"27725","3927706","Ohio","Forest Park city","2017"
"27726","3927706","Ohio","Forest Park city","2017"
"27727","3927706","Ohio","Forest Park city","2017"
"27728","3927706","Ohio","Forest Park city","2017"
"27729","3927706","Ohio","Forest Park city","2017"
"27730","3927706","Ohio","Forest Park city","2017"
"27731","3927706","Ohio","Forest Park city","2017"
"27732","3927706","Ohio","Forest Park city","2017"
"27733","3927706","Ohio","Forest Park city","2017"
"27734","3927706","Ohio","Forest Park city","2017"
"27735","3927706","Ohio","Forest Park city","2017"
"27736","3927706","Ohio","Forest Park city","2017"
"27737","3927706","Ohio","Forest Park city","2017"
"27738","3927706","Ohio","Forest Park city","2017"
"27739","3927706","Ohio","Forest Park city","2017"
"27740","3927706","Ohio","Forest Park city","2017"
"27741","3927706","Ohio","Forest Park city","2017"
"27742","3966824","Ohio","Richmond village","2017"
"27743","3966824","Ohio","Richmond village","2017"
"27744","3966824","Ohio","Richmond village","2017"
"27745","3966824","Ohio","Richmond village","2017"
"27746","3966824","Ohio","Richmond village","2017"
"27747","3966824","Ohio","Richmond village","2017"
"27748","3966824","Ohio","Richmond village","2017"
"27749","3966824","Ohio","Richmond village","2017"
"27750","3966824","Ohio","Richmond village","2017"
"27751","3966824","Ohio","Richmond village","2017"
"27752","3966824","Ohio","Richmond village","2017"
"27753","3966824","Ohio","Richmond village","2017"
"27754","3966824","Ohio","Richmond village","2017"
"27755","3966824","Ohio","Richmond village","2017"
"27756","3966824","Ohio","Richmond village","2017"
"27757","3966824","Ohio","Richmond village","2017"
"27758","3966824","Ohio","Richmond village","2017"
"27759","3966824","Ohio","Richmond village","2017"
"27760","3966824","Ohio","Richmond village","2017"
"27761","3966824","Ohio","Richmond village","2017"
"27762","3966824","Ohio","Richmond village","2017"
"27763","3966824","Ohio","Richmond village","2017"
"27764","3966824","Ohio","Richmond village","2017"
"27765","3966824","Ohio","Richmond village","2017"
"27766","3949056","Ohio","Mentor city","2017"
"27767","3949056","Ohio","Mentor city","2017"
"27768","3949056","Ohio","Mentor city","2017"
"27769","3949056","Ohio","Mentor city","2017"
"27770","3949056","Ohio","Mentor city","2017"
"27771","3983902","Ohio","West Milton village","2017"
"27772","3983902","Ohio","West Milton village","2017"
"27773","3983902","Ohio","West Milton village","2017"
"27774","3913190","Ohio","Centerville city","2017"
"27775","3913190","Ohio","Centerville city","2017"
"27776","3913190","Ohio","Centerville city","2017"
"27777","3913190","Ohio","Centerville city","2017"
"27778","3913190","Ohio","Centerville city","2017"
"27779","3913190","Ohio","Centerville city","2017"
"27780","3913190","Ohio","Centerville city","2017"
"27781","3913190","Ohio","Centerville city","2017"
"27782","3913190","Ohio","Centerville city","2017"
"27783","3913190","Ohio","Centerville city","2017"
"27784","3979492","Ohio","Vandalia city","2017"
"27785","3979492","Ohio","Vandalia city","2017"
"27786","3979492","Ohio","Vandalia city","2017"
"27787","3979492","Ohio","Vandalia city","2017"
"27788","3954446","Ohio","New Concord village","2017"
"27789","3954446","Ohio","New Concord village","2017"
"27790","3954446","Ohio","New Concord village","2017"
"27791","3939872","Ohio","Kent city","2017"
"27792","3939135","Ohio","Preble County","2017"
"27793","3955188","Ohio","New Paris village","2017"
"27794","3955188","Ohio","New Paris village","2017"
"27795","3906194","Ohio","Bettsville village","2017"
"27796","3956294","Ohio","North Canton city","2017"
"27797","3956294","Ohio","North Canton city","2017"
"27798","3956294","Ohio","North Canton city","2017"
"27799","3956294","Ohio","North Canton city","2017"
"27800","3956294","Ohio","North Canton city","2017"
"27801","3956294","Ohio","North Canton city","2017"
"27802","3956294","Ohio","North Canton city","2017"
"27803","3956294","Ohio","North Canton city","2017"
"27804","3956294","Ohio","North Canton city","2017"
"27805","3956294","Ohio","North Canton city","2017"
"27806","3956294","Ohio","North Canton city","2017"
"27807","3956294","Ohio","North Canton city","2017"
"27808","3956294","Ohio","North Canton city","2017"
"27809","3956294","Ohio","North Canton city","2017"
"27810","3956294","Ohio","North Canton city","2017"
"27811","3956294","Ohio","North Canton city","2017"
"27812","3956294","Ohio","North Canton city","2017"
"27813","3956294","Ohio","North Canton city","2017"
"27814","3956294","Ohio","North Canton city","2017"
"27815","3956294","Ohio","North Canton city","2017"
"27816","3956294","Ohio","North Canton city","2017"
"27817","3956294","Ohio","North Canton city","2017"
"27818","3956294","Ohio","North Canton city","2017"
"27819","3956294","Ohio","North Canton city","2017"
"27820","3956294","Ohio","North Canton city","2017"
"27821","3956294","Ohio","North Canton city","2017"
"27822","3956294","Ohio","North Canton city","2017"
"27823","3956294","Ohio","North Canton city","2017"
"27824","3956294","Ohio","North Canton city","2017"
"27825","3956294","Ohio","North Canton city","2017"
"27826","3956294","Ohio","North Canton city","2017"
"27827","3956294","Ohio","North Canton city","2017"
"27828","3956294","Ohio","North Canton city","2017"
"27829","3956294","Ohio","North Canton city","2017"
"27830","3956294","Ohio","North Canton city","2017"
"27831","3956294","Ohio","North Canton city","2017"
"27832","3956294","Ohio","North Canton city","2017"
"27833","3956294","Ohio","North Canton city","2017"
"27834","3956294","Ohio","North Canton city","2017"
"27835","3945976","Ohio","Macedonia city","2017"
"27836","3978050","Ohio","Twinsburg city","2017"
"27837","3978050","Ohio","Twinsburg city","2017"
"27838","3978050","Ohio","Twinsburg city","2017"
"27839","3978050","Ohio","Twinsburg city","2017"
"27840","3978050","Ohio","Twinsburg city","2017"
"27841","3978050","Ohio","Twinsburg city","2017"
"27842","3978050","Ohio","Twinsburg city","2017"
"27843","3944912","Ohio","Lordstown village","2017"
"27844","3944912","Ohio","Lordstown village","2017"
"27845","3909792","Ohio","Bryan city","2017"
"27846","3909792","Ohio","Bryan city","2017"
"27847","3909792","Ohio","Bryan city","2017"
"27848","4072100","Oklahoma","Tahlequah city","2017"
"27849","4049200","Oklahoma","Moore city","2017"
"27850","4049200","Oklahoma","Moore city","2017"
"27851","4049200","Oklahoma","Moore city","2017"
"27852","4049200","Oklahoma","Moore city","2017"
"27853","4049200","Oklahoma","Moore city","2017"
"27854","4049200","Oklahoma","Moore city","2017"
"27855","4049200","Oklahoma","Moore city","2017"
"27856","4049200","Oklahoma","Moore city","2017"
"27857","4031700","Oklahoma","Guthrie city","2017"
"27858","4031700","Oklahoma","Guthrie city","2017"
"27859","4040083","Oklahoma","Logan County","2017"
"27860","4040083","Oklahoma","Logan County","2017"
"27861","4055000","Oklahoma","Oklahoma City city","2017"
