origin_statefips,origin_countyfips,dest_statefips,dest_countyfips,dest_stateabbr,dest_countyname,n_returns,n_individuals,adj_grossincome
5,103,5,139,AR,Union County,61,116,2161
5,103,5,119,AR,Pulaski County,36,65,1044
5,103,5,39,AR,Dallas County,33,60,1210
5,103,5,27,AR,Columbia County,32,57,925
5,103,5,13,AR,Calhoun County,24,51,923
5,103,5,51,AR,Garland County,22,43,941
5,105,5,105,AR,Perry County Non-migrants,3102,6828,164170
5,105,5,45,AR,Faulkner County,53,101,3048
5,105,5,29,AR,Conway County,41,84,1276
5,105,5,119,AR,Pulaski County,34,51,1299
5,107,5,107,AR,Phillips County Non-migrants,5095,10706,204163
5,107,5,119,AR,Pulaski County,61,130,1250
5,107,5,31,AR,Craighead County,36,71,824
5,107,47,157,TN,Shelby County,24,48,848
5,107,5,77,AR,Lee County,23,55,711
5,109,5,109,AR,Pike County Non-migrants,3150,6909,152466
5,109,5,61,AR,Howard County,45,102,1595
5,109,5,19,AR,Clark County,40,78,1817
5,109,5,51,AR,Garland County,38,56,1504
5,109,5,97,AR,Montgomery County,32,70,952
5,111,5,111,AR,Poinsett County Non-migrants,6801,14700,359161
5,111,5,31,AR,Craighead County,237,473,10503
5,111,5,37,AR,Cross County,30,71,998
5,111,5,35,AR,Crittenden County,28,57,927
5,111,5,55,AR,Greene County,27,64,1034
5,111,5,93,AR,Mississippi County,26,48,839
5,113,5,113,AR,Polk County Non-migrants,6043,13346,283398
5,113,5,131,AR,Sebastian County,28,43,801
5,115,5,115,AR,Pope County Non-migrants,20045,43409,1250760
5,115,5,149,AR,Yell County,207,416,8079
5,115,5,71,AR,Johnson County,120,248,6354
5,115,5,45,AR,Faulkner County,105,193,4465
5,115,5,119,AR,Pulaski County,84,145,3777
5,115,5,29,AR,Conway County,76,154,2660
5,115,5,143,AR,Washington County,76,113,4431
5,115,5,7,AR,Benton County,51,88,2552
5,115,5,83,AR,Logan County,36,73,1691
5,115,5,131,AR,Sebastian County,32,50,1136
5,115,5,33,AR,Crawford County,23,35,541
5,117,5,117,AR,Prairie County Non-migrants,2605,5469,146258
5,117,5,85,AR,Lonoke County,32,72,963
5,117,5,145,AR,White County,31,62,1098
5,117,5,119,AR,Pulaski County,30,44,700
5,119,5,119,AR,Pulaski County Non-migrants,138307,271974,10800783
5,119,5,125,AR,Saline County,1545,3111,89549
5,119,5,85,AR,Lonoke County,895,1746,39465
5,119,5,45,AR,Faulkner County,818,1556,41898
5,119,5,143,AR,Washington County,278,440,17677
5,119,5,69,AR,Jefferson County,265,492,7482
5,119,48,113,TX,Dallas County,223,414,16845
5,119,5,51,AR,Garland County,215,328,25795
5,119,5,7,AR,Benton County,200,368,15082
5,119,5,145,AR,White County,200,354,9418
5,119,48,439,TX,Tarrant County,172,335,5756
5,119,47,157,TN,Shelby County,134,234,7213
5,119,48,201,TX,Harris County,118,236,5561
5,119,5,31,AR,Craighead County,101,179,4631
5,119,48,85,TX,Collin County,95,165,5198
5,119,48,121,TX,Denton County,95,193,4642
5,119,57,5,FR,Foreign - APO/FPO ZIPs,88,165,4488
5,119,5,131,AR,Sebastian County,81,130,4098
5,119,5,53,AR,Grant County,75,135,3622
5,119,5,23,AR,Cleburne County,74,129,5889
5,119,5,59,AR,Hot Spring County,70,126,2876
5,119,5,79,AR,Lincoln County,66,75,495
5,119,17,31,IL,Cook County,66,92,3645
5,119,5,115,AR,Pope County,65,98,2186
5,119,4,13,AZ,Maricopa County,61,111,6831
5,119,48,29,TX,Bexar County,59,111,3696
5,119,6,37,CA,Los Angeles County,55,83,4010
5,119,47,37,TN,Davidson County,53,67,3169
5,119,48,453,TX,Travis County,51,90,4083
5,119,13,121,GA,Fulton County,47,82,2885
5,119,5,29,AR,Conway County,42,63,1387
5,119,40,109,OK,Oklahoma County,40,69,1579
5,119,5,67,AR,Jackson County,39,49,349
5,119,5,105,AR,Perry County,38,55,1510
5,119,29,189,MO,St. Louis County,38,71,2855
5,119,6,73,CA,San Diego County,37,70,2145
5,119,40,143,OK,Tulsa County,37,63,2182
5,119,5,63,AR,Independence County,36,64,1091
5,119,5,139,AR,Union County,36,59,1284
5,119,5,107,AR,Phillips County,35,61,699
5,119,5,77,AR,Lee County,34,52,752
5,119,32,3,NV,Clark County,34,78,1499
5,119,5,1,AR,Arkansas County,33,62,1147
5,119,12,57,FL,Hillsborough County,31,40,3642
5,119,12,95,FL,Orange County,31,73,3147
5,119,5,43,AR,Drew County,30,50,1221
5,119,5,19,AR,Clark County,29,52,1041
5,119,8,31,CO,Denver County,29,36,1687
5,119,5,33,AR,Crawford County,28,56,1012
5,119,5,103,AR,Ouachita County,28,44,1213
5,119,13,89,GA,DeKalb County,27,49,1905
5,119,5,35,AR,Crittenden County,25,55,800
5,119,5,123,AR,St. Francis County,25,36,772
5,119,5,141,AR,Van Buren County,24,50,1225
5,119,12,31,FL,Duval County,24,39,857
5,119,29,95,MO,Jackson County,24,47,1376
5,119,11,1,DC,District of Columbia,23,24,1394
5,119,29,77,MO,Greene County,23,35,1075
5,119,53,33,WA,King County,23,32,1532
5,119,5,17,AR,Chicot County,22,31,286
5,119,8,41,CO,El Paso County,22,42,1160
5,119,13,135,GA,Gwinnett County,22,50,1317
5,119,48,27,TX,Bell County,22,36,1642
5,119,48,37,TX,Bowie County,22,37,883
5,119,5,5,AR,Baxter County,21,33,867
5,119,5,41,AR,Desha County,21,35,404
5,119,12,11,FL,Broward County,21,28,774
5,119,37,119,NC,Mecklenburg County,21,37,1574
5,119,37,183,NC,Wake County,21,30,1309
5,119,5,117,AR,Prairie County,20,39,1021
5,119,8,5,CO,Arapahoe County,20,41,866
5,119,12,99,FL,Palm Beach County,20,32,1169
5,119,13,67,GA,Cobb County,20,31,1069
5,119,18,97,IN,Marion County,20,30,772
5,119,21,111,KY,Jefferson County,20,36,1699
5,119,28,33,MS,DeSoto County,20,34,768
5,121,5,121,AR,Randolph County Non-migrants,5636,12528,277836
5,121,5,75,AR,Lawrence County,105,231,3566
5,121,5,31,AR,Craighead County,72,123,2946
5,121,5,21,AR,Clay County,24,64,948
5,123,5,123,AR,St. Francis County Non-migrants,6319,13038,290687
5,123,5,37,AR,Cross County,70,135,2887
5,123,5,35,AR,Crittenden County,66,134,2107
5,123,5,31,AR,Craighead County,64,123,1815
5,123,5,119,AR,Pulaski County,38,78,902
5,123,5,77,AR,Lee County,30,63,833
5,123,47,157,TN,Shelby County,23,43,639
5,125,5,125,AR,Saline County Non-migrants,41150,89003,2980053
5,125,5,119,AR,Pulaski County,1134,2182,59941
5,125,5,51,AR,Garland County,266,483,16576
5,125,5,45,AR,Faulkner County,130,210,6200
5,125,5,59,AR,Hot Spring County,119,262,5069
5,125,5,53,AR,Grant County,118,266,5584
5,125,5,85,AR,Lonoke County,85,164,4197
5,125,5,69,AR,Jefferson County,61,106,2147
5,125,5,143,AR,Washington County,61,108,3246
5,125,5,7,AR,Benton County,58,133,4176
5,125,5,145,AR,White County,31,64,1236
5,125,5,19,AR,Clark County,30,53,1401
5,125,48,85,TX,Collin County,24,56,1736
5,125,48,113,TX,Dallas County,23,37,1058
5,125,48,201,TX,Harris County,22,58,2256
5,125,48,439,TX,Tarrant County,21,43,934
5,127,5,127,AR,Scott County Non-migrants,3033,6895,130151
5,127,5,131,AR,Sebastian County,83,200,3330
5,129,5,129,AR,Searcy County Non-migrants,2354,5091,87309
5,129,5,9,AR,Boone County,25,51,958
5,131,5,131,AR,Sebastian County Non-migrants,41918,88407,2641554
5,131,5,33,AR,Crawford County,711,1424,26972
5,131,40,79,OK,Le Flore County,228,466,7480
5,131,5,143,AR,Washington County,211,356,10374
5,131,5,7,AR,Benton County,202,334,10208
5,131,40,135,OK,Sequoyah County,171,380,6228
5,131,5,47,AR,Franklin County,77,168,3834
5,131,5,83,AR,Logan County,76,147,2338
5,131,5,119,AR,Pulaski County,76,120,3054
5,131,5,127,AR,Scott County,58,111,1850
5,131,40,143,OK,Tulsa County,56,99,3475
5,131,48,113,TX,Dallas County,33,60,1185
5,131,5,45,AR,Faulkner County,31,48,1573
5,131,40,109,OK,Oklahoma County,31,66,2208
5,131,5,115,AR,Pope County,28,56,909
5,131,5,51,AR,Garland County,25,45,858
5,131,48,439,TX,Tarrant County,24,36,1528
5,133,5,133,AR,Sevier County Non-migrants,4896,11344,227675
5,133,48,37,TX,Bowie County,25,46,969
5,133,5,61,AR,Howard County,23,49,823
5,133,5,81,AR,Little River County,22,46,1048
5,133,5,113,AR,Polk County,20,47,540
5,135,5,135,AR,Sharp County Non-migrants,5030,10783,222617
5,135,5,63,AR,Independence County,94,170,3397
5,135,5,49,AR,Fulton County,61,145,2066
5,135,5,31,AR,Craighead County,42,79,1500
5,135,5,65,AR,Izard County,41,94,1387
5,135,5,75,AR,Lawrence County,23,46,823
5,137,5,137,AR,Stone County Non-migrants,3705,8049,165034
5,137,5,65,AR,Izard County,24,54,1028
5,139,5,139,AR,Union County Non-migrants,13120,27715,873588
5,139,5,119,AR,Pulaski County,71,142,4758
5,139,5,103,AR,Ouachita County,68,145,2899
5,139,5,27,AR,Columbia County,32,82,2199
5,139,22,111,LA,Union Parish,30,56,1596
5,139,5,51,AR,Garland County,23,47,707
5,139,5,143,AR,Washington County,22,34,736
5,141,5,141,AR,Van Buren County Non-migrants,4930,10451,235447
5,141,5,45,AR,Faulkner County,85,189,3390
5,141,5,23,AR,Cleburne County,33,69,1570
5,141,5,119,AR,Pulaski County,20,40,694
5,143,5,143,AR,Washington County Non-migrants,79287,167313,6100786
5,143,5,7,AR,Benton County,2593,4966,150174
5,143,5,87,AR,Madison County,235,511,10755
5,143,5,119,AR,Pulaski County,188,269,8653
5,143,5,131,AR,Sebastian County,166,259,5686
5,143,5,33,AR,Crawford County,100,191,3962
5,143,48,113,TX,Dallas County,96,131,6484
5,143,40,143,OK,Tulsa County,93,154,3609
5,143,5,15,AR,Carroll County,92,194,4207
5,143,5,45,AR,Faulkner County,58,105,2219
5,143,40,1,OK,Adair County,58,146,1477
5,143,40,109,OK,Oklahoma County,52,91,2708
5,143,48,439,TX,Tarrant County,51,73,2315
5,143,5,9,AR,Boone County,48,86,2510
5,143,29,77,MO,Greene County,45,73,1307
5,143,29,119,MO,McDonald County,43,100,1656
5,143,5,125,AR,Saline County,42,79,2270
5,143,29,95,MO,Jackson County,42,62,2013
5,143,4,13,AZ,Maricopa County,39,69,2184
5,143,48,85,TX,Collin County,39,65,2666
5,143,48,453,TX,Travis County,39,54,2455
5,143,6,37,CA,Los Angeles County,37,58,1897
5,143,48,201,TX,Harris County,37,72,1941
5,143,5,115,AR,Pope County,35,64,1343
5,143,53,33,WA,King County,35,53,2089
5,143,48,121,TX,Denton County,33,52,2383
5,143,5,51,AR,Garland County,31,42,1334
5,143,5,145,AR,White County,30,57,2461
5,143,29,97,MO,Jasper County,30,49,1125
5,143,5,5,AR,Baxter County,29,44,1229
5,143,5,69,AR,Jefferson County,29,40,617
5,143,8,31,CO,Denver County,29,40,1643
5,143,20,91,KS,Johnson County,29,36,1237
5,143,40,41,OK,Delaware County,27,52,750
5,143,5,31,AR,Craighead County,26,43,657
5,143,29,145,MO,Newton County,26,56,816
5,143,5,71,AR,Johnson County,23,40,678
5,143,5,121,AR,Randolph County,22,49,433
5,143,17,31,IL,Cook County,22,29,1083
5,143,40,21,OK,Cherokee County,21,39,665
5,143,6,73,CA,San Diego County,20,34,1966
5,143,29,9,MO,Barry County,20,31,578
5,143,29,189,MO,St. Louis County,20,37,1176
5,143,48,29,TX,Bexar County,20,30,869
5,145,5,145,AR,White County Non-migrants,23923,52888,1457704
5,145,5,85,AR,Lonoke County,237,487,9517
5,145,5,119,AR,Pulaski County,225,389,11376
5,145,5,45,AR,Faulkner County,119,219,5353
5,145,5,23,AR,Cleburne County,104,218,5012
5,145,5,63,AR,Independence County,79,176,2986
5,145,5,67,AR,Jackson County,62,125,2304
5,145,5,31,AR,Craighead County,41,79,1727
5,145,5,125,AR,Saline County,40,60,1423
5,145,5,143,AR,Washington County,38,65,2207
5,145,5,147,AR,Woodruff County,29,60,792
5,145,5,7,AR,Benton County,23,50,2296
5,147,5,147,AR,Woodruff County Non-migrants,1878,3835,90952
5,147,5,145,AR,White County,41,92,1202
5,149,5,149,AR,Yell County Non-migrants,6492,14342,315675
5,149,5,115,AR,Pope County,267,555,9984
5,149,5,83,AR,Logan County,28,66,1252
5,149,5,119,AR,Pulaski County,22,31,779
6,1,6,1,CA,Alameda County Non-migrants,620850,1222860,83859237
6,1,6,13,CA,Contra Costa County,9427,17684,1285836
6,1,6,85,CA,Santa Clara County,5616,9101,893807
6,1,6,75,CA,San Francisco County,4276,5369,476734
6,1,6,77,CA,San Joaquin County,4198,9545,404133
6,1,6,37,CA,Los Angeles County,2556,3413,249234
6,1,6,81,CA,San Mateo County,2261,3515,306376
6,1,6,67,CA,Sacramento County,2223,4022,185217
6,1,6,95,CA,Solano County,1379,2375,106177
6,1,6,73,CA,San Diego County,1223,1869,161230
6,1,6,99,CA,Stanislaus County,1135,2406,75963
6,1,53,33,WA,King County,929,1486,172315
6,1,32,3,NV,Clark County,851,1403,106339
6,1,6,59,CA,Orange County,847,1419,115783
6,1,6,61,CA,Placer County,778,1640,116694
6,1,6,97,CA,Sonoma County,665,1009,84925
6,1,4,13,AZ,Maricopa County,606,1138,87186
6,1,6,41,CA,Marin County,570,843,91537
6,1,48,453,TX,Travis County,513,934,170904
6,1,41,51,OR,Multnomah County,506,750,66325
6,1,6,65,CA,Riverside County,455,740,50609
6,1,6,19,CA,Fresno County,378,655,25540
6,1,36,47,NY,Kings County,377,459,45176
6,1,17,31,IL,Cook County,366,563,47888
6,1,36,61,NY,New York County,361,432,48956
6,1,32,31,NV,Washoe County,352,599,67024
6,1,6,87,CA,Santa Cruz County,351,521,43389
6,1,6,17,CA,El Dorado County,347,715,62560
6,1,48,85,TX,Collin County,325,834,60538
6,1,48,201,TX,Harris County,316,536,32717
6,1,6,113,CA,Yolo County,299,468,25205
6,1,6,71,CA,San Bernardino County,292,474,24856
6,1,48,491,TX,Williamson County,278,687,59115
6,1,6,57,CA,Nevada County,270,445,48093
6,1,48,113,TX,Dallas County,270,506,46504
6,1,6,47,CA,Merced County,240,488,14355
6,1,25,17,MA,Middlesex County,237,379,36830
6,1,16,1,ID,Ada County,228,486,32534
6,1,6,53,CA,Monterey County,214,347,33098
6,1,6,55,CA,Napa County,198,318,28017
6,1,8,31,CO,Denver County,193,284,59880
6,1,13,121,GA,Fulton County,190,328,23483
6,1,41,67,OR,Washington County,181,309,20876
6,1,11,1,DC,District of Columbia,178,235,23669
6,1,49,35,UT,Salt Lake County,177,328,19124
6,1,6,83,CA,Santa Barbara County,176,248,25021
6,1,15,3,HI,Honolulu County,176,283,19735
6,1,6,9,CA,Calaveras County,169,300,25634
6,1,6,29,CA,Kern County,165,256,9017
6,1,6,79,CA,San Luis Obispo County,165,258,29831
6,1,6,111,CA,Ventura County,158,250,17655
6,1,48,439,TX,Tarrant County,155,316,20794
6,1,12,86,FL,Miami-Dade County,152,245,25431
6,1,6,109,CA,Tuolumne County,148,235,17803
6,1,48,121,TX,Denton County,139,366,33005
6,1,53,11,WA,Clark County,137,240,20934
6,1,42,101,PA,Philadelphia County,135,183,13528
6,1,53,61,WA,Snohomish County,132,254,21226
6,1,37,183,NC,Wake County,129,318,28490
6,1,4,19,AZ,Pima County,124,213,14832
6,1,6,7,CA,Butte County,120,228,6497
6,1,53,53,WA,Pierce County,119,212,11854
6,1,48,29,TX,Bexar County,114,201,11120
6,1,27,53,MN,Hennepin County,113,178,13675
6,1,6,89,CA,Shasta County,111,206,10080
6,1,51,59,VA,Fairfax County,107,183,13965
6,1,8,13,CO,Boulder County,104,184,16990
6,1,36,81,NY,Queens County,104,121,9339
6,1,37,119,NC,Mecklenburg County,102,185,13573
6,1,41,17,OR,Deschutes County,101,180,26721
6,1,12,11,FL,Broward County,100,181,29043
6,1,6,45,CA,Mendocino County,98,145,9647
6,1,25,25,MA,Suffolk County,95,113,12362
6,1,6,107,CA,Tulare County,90,149,5822
6,1,6,23,CA,Humboldt County,89,126,7786
6,1,41,5,OR,Clackamas County,89,180,13251
6,1,48,157,TX,Fort Bend County,84,186,11672
6,1,24,31,MD,Montgomery County,83,157,14105
6,1,34,17,NJ,Hudson County,80,108,12181
6,1,8,5,CO,Arapahoe County,79,139,7915
6,1,42,3,PA,Allegheny County,79,116,8564
6,1,12,95,FL,Orange County,76,142,8674
6,1,12,57,FL,Hillsborough County,74,121,8418
6,1,41,29,OR,Jackson County,74,139,7365
6,1,8,35,CO,Douglas County,73,160,13417
6,1,35,1,NM,Bernalillo County,73,115,7617
6,1,13,89,GA,DeKalb County,72,111,6506
6,1,6,39,CA,Madera County,71,144,8603
6,1,32,5,NV,Douglas County,71,115,15401
6,1,39,49,OH,Franklin County,71,100,9757
6,1,6,5,CA,Amador County,70,114,7312
6,1,8,41,CO,El Paso County,69,107,5431
6,1,41,39,OR,Lane County,69,104,7986
6,1,4,21,AZ,Pinal County,68,132,7314
6,1,12,99,FL,Palm Beach County,68,114,16299
6,1,25,21,MA,Norfolk County,68,100,10884
6,1,8,59,CO,Jefferson County,67,98,11591
6,1,13,67,GA,Cobb County,66,111,7032
6,1,47,37,TN,Davidson County,66,102,8136
6,1,17,43,IL,DuPage County,65,114,8490
6,1,26,161,MI,Washtenaw County,65,98,9695
6,1,13,135,GA,Gwinnett County,64,142,5919
6,1,53,35,WA,Kitsap County,64,125,8975
6,1,15,1,HI,Hawaii County,63,93,6336
6,1,37,63,NC,Durham County,62,90,6875
6,1,8,69,CO,Larimer County,60,107,6936
6,1,26,163,MI,Wayne County,59,111,5728
6,1,16,27,ID,Canyon County,58,119,6067
6,1,49,49,UT,Utah County,58,155,6602
6,1,24,510,MD,Baltimore city,56,75,4510
6,1,35,49,NM,Santa Fe County,56,83,7254
6,1,12,103,FL,Pinellas County,53,89,6109
6,1,22,71,LA,Orleans Parish,53,68,7236
6,1,26,125,MI,Oakland County,52,84,5506
6,1,53,67,WA,Thurston County,52,84,3671
6,1,53,73,WA,Whatcom County,51,76,7830
6,1,6,33,CA,Lake County,50,76,3000
6,1,34,23,NJ,Middlesex County,49,83,7919
6,1,9,9,CT,New Haven County,47,63,4536
6,1,6,69,CA,San Benito County,46,92,5156
6,1,19,153,IA,Polk County,46,59,1196
6,1,4,25,AZ,Yavapai County,44,79,8192
6,1,6,93,CA,Siskiyou County,44,68,4028
6,1,53,63,WA,Spokane County,44,72,4672
6,1,6,31,CA,Kings County,43,64,1953
6,1,34,3,NJ,Bergen County,43,66,5456
6,1,16,55,ID,Kootenai County,42,92,6895
6,1,36,119,NY,Westchester County,42,80,12900
6,1,48,209,TX,Hays County,42,102,9839
6,1,48,339,TX,Montgomery County,42,105,7343
6,1,12,31,FL,Duval County,41,75,8240
6,1,34,21,NJ,Mercer County,41,58,4714
6,1,55,25,WI,Dane County,41,54,3675
6,1,6,101,CA,Sutter County,40,90,3399
6,1,8,1,CO,Adams County,40,67,5252
6,1,23,5,ME,Cumberland County,40,65,5058
6,1,39,35,OH,Cuyahoga County,40,56,4229
6,1,6,115,CA,Yuba County,39,70,1832
6,1,15,9,HI,Maui County,39,72,5753
6,1,24,33,MD,Prince George's County,39,58,3968
6,1,29,189,MO,St. Louis County,39,65,3655
6,1,37,21,NC,Buncombe County,39,59,5473
6,1,42,91,PA,Montgomery County,39,66,4249
6,1,9,1,CT,Fairfield County,38,68,6536
6,1,36,103,NY,Suffolk County,38,56,5569
6,1,41,47,OR,Marion County,38,55,2293
6,1,20,91,KS,Johnson County,37,92,8990
6,1,51,13,VA,Arlington County,37,54,3615
6,1,12,115,FL,Sarasota County,36,69,5303
6,1,18,57,IN,Hamilton County,35,83,3550
6,1,39,61,OH,Hamilton County,35,61,5163
6,1,26,81,MI,Kent County,34,55,4460
6,1,32,19,NV,Lyon County,34,59,3607
6,1,51,107,VA,Loudoun County,34,78,6186
6,1,6,103,CA,Tehama County,33,56,3424
6,1,39,153,OH,Summit County,33,55,2840
6,1,12,71,FL,Lee County,32,52,5850
6,1,36,55,NY,Monroe County,32,49,2986
6,1,47,187,TN,Williamson County,32,79,5692
6,1,9,3,CT,Hartford County,31,49,3067
6,1,13,117,GA,Forsyth County,31,84,5430
6,1,17,97,IL,Lake County,31,53,6909
6,1,18,97,IN,Marion County,31,48,2225
6,1,32,510,NV,Carson City,31,48,3568
6,1,34,13,NJ,Essex County,31,67,9320
6,1,44,7,RI,Providence County,31,44,3311
6,1,55,79,WI,Milwaukee County,31,42,2811
6,1,24,3,MD,Anne Arundel County,30,48,3849
6,1,27,123,MN,Ramsey County,30,44,4631
6,1,29,510,MO,St. Louis city,30,38,2902
6,1,36,109,NY,Tompkins County,30,49,2976
6,1,40,143,OK,Tulsa County,30,42,2074
6,1,41,33,OR,Josephine County,30,48,2230
6,1,42,29,PA,Chester County,30,56,5531
6,1,25,9,MA,Essex County,29,50,5078
6,1,30,31,MT,Gallatin County,29,55,4035
6,1,24,5,MD,Baltimore County,28,49,3666
6,1,48,141,TX,El Paso County,28,53,1853
6,1,12,109,FL,St. Johns County,27,65,5843
6,1,36,59,NY,Nassau County,27,44,3357
6,1,48,27,TX,Bell County,27,49,2688
6,1,2,20,AK,Anchorage Municipality,26,33,1918
6,1,57,5,FR,Foreign - APO/FPO ZIPs,26,52,2525
6,1,8,14,CO,Broomfield County,25,51,4270
6,1,15,7,HI,Kauai County,25,47,4110
6,1,4,15,AZ,Mohave County,24,36,1198
6,1,6,25,CA,Imperial County,24,30,494
6,1,12,101,FL,Pasco County,24,52,2726
6,1,34,27,NJ,Morris County,24,51,10757
6,1,36,29,NY,Erie County,24,48,2140
6,1,37,135,NC,Orange County,24,46,6570
6,1,47,65,TN,Hamilton County,24,41,3464
6,1,47,93,TN,Knox County,24,40,3088
6,1,47,157,TN,Shelby County,24,36,2382
6,1,49,11,UT,Davis County,24,65,3287
6,1,57,3,FR,Foreign - Puerto Rico,24,41,3777
6,1,6,35,CA,Lassen County,23,27,645
6,1,12,21,FL,Collier County,23,36,2057
6,1,12,97,FL,Osceola County,23,36,1877
6,1,17,19,IL,Champaign County,23,33,1950
6,1,25,27,MA,Worcester County,23,32,1969
6,1,29,95,MO,Jackson County,23,43,2095
6,1,37,81,NC,Guilford County,23,31,2615
6,1,41,3,OR,Benton County,23,28,1504
6,1,49,43,UT,Summit County,23,47,7899
6,1,5,7,AR,Benton County,22,51,3699
6,1,6,63,CA,Plumas County,22,35,2702
6,1,12,9,FL,Brevard County,22,35,2335
6,1,40,109,OK,Oklahoma County,22,35,2852
6,1,4,5,AZ,Coconino County,21,33,2199
6,1,10,3,DE,New Castle County,21,30,1793
6,1,34,25,NJ,Monmouth County,21,36,2797
6,1,41,19,OR,Douglas County,21,32,2377
6,1,17,197,IL,Will County,20,44,2994
6,1,24,27,MD,Howard County,20,32,1646
6,1,30,29,MT,Flathead County,20,33,2611
6,1,33,11,NH,Hillsborough County,20,33,3563
6,1,36,5,NY,Bronx County,20,27,1611
6,1,42,45,PA,Delaware County,20,34,2206
6,1,51,510,VA,Alexandria city,20,27,1906
6,3,6,3,CA,Alpine County Non-migrants,361,650,25129
6,5,6,5,CA,Amador County Non-migrants,15392,28379,1063797
6,5,6,67,CA,Sacramento County,218,383,12025
6,5,6,9,CA,Calaveras County,92,176,4086
6,5,6,77,CA,San Joaquin County,77,111,2563
6,5,6,17,CA,El Dorado County,76,134,5512
6,5,6,61,CA,Placer County,35,52,1885
6,5,6,37,CA,Los Angeles County,31,39,616
6,5,6,13,CA,Contra Costa County,27,38,1165
6,5,6,1,CA,Alameda County,24,35,1821
6,5,6,73,CA,San Diego County,22,31,806
6,5,6,99,CA,Stanislaus County,22,29,711
6,7,6,7,CA,Butte County Non-migrants,70567,138120,4871234
6,7,6,67,CA,Sacramento County,380,514,13983
6,7,6,103,CA,Tehama County,252,488,13019
6,7,6,21,CA,Glenn County,222,406,10670
6,7,6,101,CA,Sutter County,185,347,7914
6,7,6,89,CA,Shasta County,178,263,9593
6,7,6,61,CA,Placer County,151,225,10889
6,7,6,115,CA,Yuba County,151,285,6215
6,7,6,73,CA,San Diego County,136,167,6713
6,7,6,37,CA,Los Angeles County,125,144,4219
6,7,6,1,CA,Alameda County,94,110,5402
6,7,6,13,CA,Contra Costa County,81,106,4165
6,7,32,31,NV,Washoe County,78,122,4000
6,7,6,65,CA,Riverside County,74,98,2729
6,7,6,85,CA,Santa Clara County,74,96,3706
6,7,6,57,CA,Nevada County,72,106,3146
6,7,4,13,AZ,Maricopa County,65,101,3408
6,7,6,97,CA,Sonoma County,60,89,4288
6,7,16,1,ID,Ada County,60,133,6977
6,7,6,17,CA,El Dorado County,56,74,2778
6,7,6,23,CA,Humboldt County,55,81,2446
6,7,6,71,CA,San Bernardino County,55,86,1930
6,7,6,59,CA,Orange County,53,69,2623
6,7,6,77,CA,San Joaquin County,51,76,1471
6,7,6,113,CA,Yolo County,48,67,3826
6,7,6,95,CA,Solano County,45,61,2114
6,7,6,63,CA,Plumas County,44,78,3821
6,7,6,93,CA,Siskiyou County,41,74,1821
6,7,16,27,ID,Canyon County,41,102,2434
6,7,41,51,OR,Multnomah County,41,65,1699
6,7,6,75,CA,San Francisco County,39,48,2552
6,7,6,111,CA,Ventura County,37,52,1312
6,7,41,39,OR,Lane County,37,58,1851
