origin_statefips,origin_countyfips,dest_statefips,dest_countyfips,dest_stateabbr,dest_countyname,n_returns,n_individuals,adj_grossincome
4,19,27,123,MN,Ramsey County,31,43,1229
4,19,45,45,SC,Greenville County,31,52,2441
4,19,53,67,WA,Thurston County,31,67,2011
4,19,4,11,AZ,Greenlee County,30,51,1018
4,19,6,29,CA,Kern County,30,62,1662
4,19,12,99,FL,Palm Beach County,30,45,5605
4,19,29,189,MO,St. Louis County,30,44,1815
4,19,35,17,NM,Grant County,30,59,1900
4,19,37,51,NC,Cumberland County,30,50,1780
4,19,11,1,DC,District of Columbia,29,46,2192
4,19,17,197,IL,Will County,29,48,1956
4,19,27,37,MN,Dakota County,29,42,1623
4,19,41,29,OR,Jackson County,28,47,1925
4,19,12,115,FL,Sarasota County,27,55,2851
4,19,13,185,GA,Lowndes County,27,61,2468
4,19,15,1,HI,Hawaii County,27,57,1625
4,19,31,55,NE,Douglas County,27,37,1289
4,19,35,35,NM,Otero County,27,57,1541
4,19,35,45,NM,San Juan County,27,42,1122
4,19,41,47,OR,Marion County,27,53,1097
4,19,5,119,AR,Pulaski County,26,59,1898
4,19,8,123,CO,Weld County,26,42,1704
4,19,6,53,CA,Monterey County,25,42,1669
4,19,6,79,CA,San Luis Obispo County,25,37,1486
4,19,8,77,CO,Mesa County,25,41,1452
4,19,12,127,FL,Volusia County,25,36,1291
4,19,18,97,IN,Marion County,25,48,3674
4,19,35,49,NM,Santa Fe County,25,41,3139
4,19,48,339,TX,Montgomery County,25,42,1360
4,19,48,485,TX,Wichita County,25,57,1716
4,19,2,90,AK,Fairbanks North Star Borough,24,53,1014
4,19,6,19,CA,Fresno County,24,42,1324
4,19,6,83,CA,Santa Barbara County,24,35,1491
4,19,6,97,CA,Sonoma County,24,30,1406
4,19,12,105,FL,Polk County,24,37,1299
4,19,18,3,IN,Allen County,24,46,1310
4,19,20,173,KS,Sedgwick County,24,39,1736
4,19,46,103,SD,Pennington County,24,36,1243
4,19,12,71,FL,Lee County,23,36,1002
4,19,24,510,MD,Baltimore city,23,29,986
4,19,29,95,MO,Jackson County,23,39,1105
4,19,48,157,TX,Fort Bend County,23,42,1579
4,19,51,13,VA,Arlington County,23,41,2973
4,19,55,79,WI,Milwaukee County,23,33,1418
4,19,9,3,CT,Hartford County,22,34,1503
4,19,9,9,CT,New Haven County,22,30,1220
4,19,12,101,FL,Pasco County,22,51,1432
4,19,13,89,GA,DeKalb County,22,32,2282
4,19,16,55,ID,Kootenai County,22,42,1213
4,19,25,27,MA,Worcester County,22,32,1602
4,19,30,63,MT,Missoula County,22,35,1394
4,19,37,81,NC,Guilford County,22,32,1289
4,19,51,107,VA,Loudoun County,22,48,2447
4,19,51,810,VA,Virginia Beach city,22,39,1214
4,19,12,83,FL,Marion County,21,41,1217
4,19,12,113,FL,Santa Rosa County,21,51,1488
4,19,24,3,MD,Anne Arundel County,21,28,1558
4,19,24,5,MD,Baltimore County,21,27,1468
4,19,30,111,MT,Yellowstone County,21,35,1131
4,19,6,77,CA,San Joaquin County,20,37,842
4,19,12,97,FL,Osceola County,20,36,1328
4,19,29,77,MO,Greene County,20,37,1052
4,19,47,125,TN,Montgomery County,20,43,1674
4,19,48,215,TX,Hidalgo County,20,40,1502
4,19,51,510,VA,Alexandria city,20,28,2225
4,19,56,21,WY,Laramie County,20,28,910
4,21,4,21,AZ,Pinal County Non-migrants,133653,287638,8039089
4,21,4,13,AZ,Maricopa County,6932,13430,362197
4,21,4,19,AZ,Pima County,813,1493,44821
4,21,4,17,AZ,Navajo County,219,437,13598
4,21,4,25,AZ,Yavapai County,167,332,10219
4,21,4,7,AZ,Gila County,135,240,6649
4,21,4,3,AZ,Cochise County,121,235,6578
4,21,32,3,NV,Clark County,104,197,5526
4,21,4,27,AZ,Yuma County,96,161,2859
4,21,6,37,CA,Los Angeles County,89,141,3548
4,21,6,73,CA,San Diego County,81,145,3786
4,21,4,5,AZ,Coconino County,73,123,3685
4,21,4,15,AZ,Mohave County,64,119,2521
4,21,6,59,CA,Orange County,58,96,4154
4,21,8,41,CO,El Paso County,58,113,2950
4,21,6,65,CA,Riverside County,56,101,2622
4,21,4,1,AZ,Apache County,53,132,3246
4,21,6,71,CA,San Bernardino County,50,100,1805
4,21,53,53,WA,Pierce County,49,83,2137
4,21,49,49,UT,Utah County,46,99,2086
4,21,48,29,TX,Bexar County,45,91,2501
4,21,49,35,UT,Salt Lake County,43,86,2195
4,21,53,33,WA,King County,41,59,2088
4,21,4,9,AZ,Graham County,37,67,1265
4,21,17,31,IL,Cook County,35,63,1552
4,21,48,439,TX,Tarrant County,34,75,2361
4,21,16,1,ID,Ada County,33,70,2759
4,21,48,141,TX,El Paso County,32,69,1545
4,21,15,3,HI,Honolulu County,29,41,1012
4,21,35,1,NM,Bernalillo County,28,55,1211
4,21,8,5,CO,Arapahoe County,27,69,1442
4,21,48,201,TX,Harris County,27,63,1188
4,21,53,61,WA,Snohomish County,27,48,1741
4,21,27,53,MN,Hennepin County,26,41,1571
4,21,48,113,TX,Dallas County,26,42,1969
4,21,8,69,CO,Larimer County,25,46,1038
4,21,12,83,FL,Marion County,25,43,1465
4,21,48,121,TX,Denton County,25,62,2690
4,21,53,63,WA,Spokane County,24,44,1107
4,21,6,29,CA,Kern County,23,45,1074
4,21,6,67,CA,Sacramento County,23,45,1054
4,21,8,59,CO,Jefferson County,23,36,996
4,21,35,13,NM,Do??a Ana County,23,41,1045
4,21,8,1,CO,Adams County,21,38,877
4,21,16,27,ID,Canyon County,21,46,1540
4,21,46,103,SD,Pennington County,21,39,1129
4,21,4,23,AZ,Santa Cruz County,20,33,973
4,21,6,19,CA,Fresno County,20,43,735
4,21,41,51,OR,Multnomah County,20,31,973
4,21,41,67,OR,Washington County,20,36,983
4,21,48,339,TX,Montgomery County,20,33,837
4,21,53,11,WA,Clark County,20,40,730
4,23,4,23,AZ,Santa Cruz County Non-migrants,17342,39572,861992
4,23,4,19,AZ,Pima County,514,986,26941
4,23,4,13,AZ,Maricopa County,157,327,6871
4,25,4,25,AZ,Yavapai County Non-migrants,91639,169754,6256369
4,25,4,13,AZ,Maricopa County,1751,2884,100534
4,25,4,5,AZ,Coconino County,308,482,16879
4,25,4,19,AZ,Pima County,265,387,13997
4,25,4,15,AZ,Mohave County,137,230,6622
4,25,4,21,AZ,Pinal County,124,223,4506
4,25,32,3,NV,Clark County,121,211,13056
4,25,6,73,CA,San Diego County,108,176,6439
4,25,6,37,CA,Los Angeles County,92,135,4245
4,25,6,59,CA,Orange County,73,122,4061
4,25,6,65,CA,Riverside County,73,122,4898
4,25,4,17,AZ,Navajo County,72,139,3679
4,25,6,71,CA,San Bernardino County,52,80,2333
4,25,4,7,AZ,Gila County,50,100,2138
4,25,4,3,AZ,Cochise County,48,87,2332
4,25,53,33,WA,King County,46,68,4531
4,25,4,27,AZ,Yuma County,45,77,1803
4,25,8,41,CO,El Paso County,40,75,1965
4,25,49,35,UT,Salt Lake County,33,53,1152
4,25,16,1,ID,Ada County,29,58,1875
4,25,48,453,TX,Travis County,27,41,1635
4,25,4,1,AZ,Apache County,25,40,1035
4,25,49,53,UT,Washington County,25,51,1717
4,25,8,69,CO,Larimer County,24,40,946
4,25,32,31,NV,Washoe County,23,34,865
4,25,6,111,CA,Ventura County,22,31,908
4,25,17,31,IL,Cook County,22,32,2376
4,25,35,1,NM,Bernalillo County,22,39,1225
4,25,53,61,WA,Snohomish County,22,29,1393
4,25,48,201,TX,Harris County,21,34,1624
4,25,48,439,TX,Tarrant County,21,44,2597
4,25,8,5,CO,Arapahoe County,20,27,802
4,25,15,3,HI,Honolulu County,20,41,1348
4,25,41,17,OR,Deschutes County,20,28,1189
4,25,53,53,WA,Pierce County,20,28,685
4,27,4,27,AZ,Yuma County Non-migrants,72980,164932,3834377
4,27,4,13,AZ,Maricopa County,833,1455,39222
4,27,6,73,CA,San Diego County,245,513,14551
4,27,4,19,AZ,Pima County,203,359,10777
4,27,6,25,CA,Imperial County,197,379,6430
4,27,6,65,CA,Riverside County,115,247,4406
4,27,6,37,CA,Los Angeles County,99,184,3762
4,27,6,53,CA,Monterey County,89,190,4170
4,27,4,21,AZ,Pinal County,86,165,3141
4,27,32,3,NV,Clark County,71,147,4913
4,27,6,59,CA,Orange County,62,113,2337
4,27,6,71,CA,San Bernardino County,56,93,2265
4,27,4,15,AZ,Mohave County,52,89,1429
4,27,57,5,FR,Foreign - APO/FPO ZIPs,50,134,2950
4,27,4,25,AZ,Yavapai County,47,87,2680
4,27,37,133,NC,Onslow County,38,109,2429
4,27,48,201,TX,Harris County,38,60,1971
4,27,37,49,NC,Craven County,37,105,1827
4,27,4,3,AZ,Cochise County,34,69,2014
4,27,48,141,TX,El Paso County,33,67,1965
4,27,45,13,SC,Beaufort County,26,81,1790
4,27,48,439,TX,Tarrant County,26,64,1739
4,27,49,35,UT,Salt Lake County,26,48,1496
4,27,53,33,WA,King County,26,43,1323
4,27,4,17,AZ,Navajo County,25,39,1345
4,27,53,53,WA,Pierce County,25,45,1222
4,27,6,19,CA,Fresno County,24,55,706
4,27,4,5,AZ,Coconino County,22,37,1320
4,27,4,12,AZ,La Paz County,22,52,633
4,27,6,29,CA,Kern County,22,46,963
5,1,5,1,AR,Arkansas County Non-migrants,5904,12227,342952
5,1,5,119,AR,Pulaski County,62,113,1946
5,1,5,69,AR,Jefferson County,36,63,1059
5,1,5,95,AR,Monroe County,25,62,1042
5,1,5,85,AR,Lonoke County,21,41,584
5,1,5,117,AR,Prairie County,20,33,688
5,3,5,3,AR,Ashley County Non-migrants,6039,12976,310210
5,3,5,43,AR,Drew County,22,50,700
5,5,5,5,AR,Baxter County Non-migrants,14703,29113,830011
5,5,5,89,AR,Marion County,155,294,5681
5,5,5,65,AR,Izard County,40,89,1765
5,5,5,143,AR,Washington County,40,59,1719
5,5,5,49,AR,Fulton County,33,74,1266
5,5,5,31,AR,Craighead County,28,47,1056
5,5,5,7,AR,Benton County,23,44,1799
5,5,29,77,MO,Greene County,20,30,587
5,7,5,7,AR,Benton County Non-migrants,97594,219568,12907198
5,7,5,143,AR,Washington County,2058,3959,121575
5,7,29,119,MO,McDonald County,196,479,10331
5,7,40,41,OK,Delaware County,168,344,8691
5,7,5,119,AR,Pulaski County,119,215,8401
5,7,40,143,OK,Tulsa County,106,185,6098
5,7,29,9,MO,Barry County,104,209,5383
5,7,48,113,TX,Dallas County,104,170,12345
5,7,5,131,AR,Sebastian County,101,201,5106
5,7,48,85,TX,Collin County,93,200,11849
5,7,29,145,MO,Newton County,92,199,4776
5,7,29,97,MO,Jasper County,88,172,4400
5,7,5,15,AR,Carroll County,78,148,5202
5,7,5,87,AR,Madison County,73,163,4195
5,7,53,33,WA,King County,69,108,8796
5,7,40,1,OK,Adair County,66,162,2590
5,7,29,77,MO,Greene County,61,105,3656
5,7,48,121,TX,Denton County,56,120,8945
5,7,48,439,TX,Tarrant County,54,122,6443
5,7,5,33,AR,Crawford County,52,110,2954
5,7,48,201,TX,Harris County,51,82,4407
5,7,4,13,AZ,Maricopa County,47,80,7161
5,7,20,91,KS,Johnson County,44,77,4539
5,7,17,31,IL,Cook County,43,54,3242
5,7,40,109,OK,Oklahoma County,41,82,2656
5,7,48,453,TX,Travis County,39,55,3832
5,7,5,45,AR,Faulkner County,38,65,2096
5,7,6,37,CA,Los Angeles County,37,60,2099
5,7,6,85,CA,Santa Clara County,35,41,4396
5,7,5,51,AR,Garland County,33,66,1894
5,7,29,95,MO,Jackson County,33,62,1985
5,7,20,173,KS,Sedgwick County,29,49,1529
5,7,5,9,AR,Boone County,27,55,1121
5,7,5,125,AR,Saline County,27,44,1243
5,7,5,115,AR,Pope County,25,48,1338
5,7,5,145,AR,White County,25,49,1945
5,7,6,73,CA,San Diego County,25,46,1638
5,7,27,53,MN,Hennepin County,25,43,3213
5,7,5,85,AR,Lonoke County,24,58,1274
5,7,37,119,NC,Mecklenburg County,24,53,4894
5,7,47,157,TN,Shelby County,24,39,2467
5,7,48,29,TX,Bexar County,24,46,1526
5,7,40,21,OK,Cherokee County,23,44,1095
5,7,40,27,OK,Cleveland County,22,44,1178
5,7,8,41,CO,El Paso County,21,47,1009
5,7,29,43,MO,Christian County,21,45,886
5,7,29,189,MO,St. Louis County,21,37,1910
5,7,6,59,CA,Orange County,20,40,2889
5,7,29,213,MO,Taney County,20,34,739
5,9,5,9,AR,Boone County Non-migrants,12500,26733,734326
5,9,5,15,AR,Carroll County,70,149,1984
5,9,29,213,MO,Taney County,63,105,1913
5,9,5,143,AR,Washington County,54,89,2589
5,9,5,101,AR,Newton County,50,94,1718
5,9,5,89,AR,Marion County,45,88,1489
5,9,5,7,AR,Benton County,38,63,1613
5,9,29,77,MO,Greene County,37,56,1193
5,9,5,5,AR,Baxter County,29,58,1691
5,9,5,129,AR,Searcy County,28,64,1030
5,11,5,11,AR,Bradley County Non-migrants,3213,7149,152513
5,11,5,43,AR,Drew County,34,64,1144
5,11,5,119,AR,Pulaski County,23,35,630
5,13,5,13,AR,Calhoun County Non-migrants,1524,3221,87678
5,13,5,103,AR,Ouachita County,29,67,1349
5,15,5,15,AR,Carroll County Non-migrants,9559,19632,468822
5,15,5,9,AR,Boone County,101,199,3894
5,15,5,7,AR,Benton County,89,157,5439
5,15,5,143,AR,Washington County,81,149,2799
5,15,29,9,MO,Barry County,25,43,1234
5,15,5,87,AR,Madison County,22,56,946
5,15,29,209,MO,Stone County,20,34,864
5,17,5,17,AR,Chicot County Non-migrants,3006,6139,151567
5,17,5,119,AR,Pulaski County,34,56,975
5,17,5,41,AR,Desha County,26,62,904
5,17,5,43,AR,Drew County,24,50,701
5,19,5,19,AR,Clark County Non-migrants,6383,13083,354484
5,19,5,51,AR,Garland County,55,93,2074
5,19,5,59,AR,Hot Spring County,55,113,2052
5,19,5,119,AR,Pulaski County,50,88,1820
5,19,5,125,AR,Saline County,44,68,1582
5,19,5,109,AR,Pike County,27,67,1021
5,21,5,21,AR,Clay County Non-migrants,4492,9458,211823
5,21,5,55,AR,Greene County,102,213,3702
5,21,5,31,AR,Craighead County,29,55,894
5,21,29,23,MO,Butler County,22,47,836
5,21,29,69,MO,Dunklin County,22,48,992
5,23,5,23,AR,Cleburne County Non-migrants,8232,17057,465972
5,23,5,145,AR,White County,103,220,4205
5,23,5,45,AR,Faulkner County,81,184,4697
5,23,5,119,AR,Pulaski County,46,85,2025
5,23,5,63,AR,Independence County,40,90,1455
5,23,5,141,AR,Van Buren County,26,46,1392
5,23,5,85,AR,Lonoke County,24,49,815
5,23,5,137,AR,Stone County,22,51,1012
5,25,5,25,AR,Cleveland County Non-migrants,2423,5327,141358
5,25,5,69,AR,Jefferson County,44,76,1671
5,27,5,27,AR,Columbia County Non-migrants,6942,14583,396333
5,27,5,119,AR,Pulaski County,32,47,953
5,27,5,139,AR,Union County,32,72,1751
5,27,5,73,AR,Lafayette County,30,63,1678
5,27,5,103,AR,Ouachita County,27,53,979
5,27,48,37,TX,Bowie County,26,42,783
5,27,22,119,LA,Webster Parish,25,56,1036
5,27,5,51,AR,Garland County,24,37,1199
5,29,5,29,AR,Conway County Non-migrants,6659,14487,397020
5,29,5,45,AR,Faulkner County,140,280,5451
5,29,5,115,AR,Pope County,67,154,2388
5,29,5,119,AR,Pulaski County,40,58,1474
5,29,5,105,AR,Perry County,29,65,1154
5,31,5,31,AR,Craighead County Non-migrants,34760,74835,2445645
5,31,5,55,AR,Greene County,314,615,12191
5,31,5,111,AR,Poinsett County,209,411,7887
5,31,5,119,AR,Pulaski County,141,221,8140
5,31,5,93,AR,Mississippi County,113,232,4434
5,31,5,75,AR,Lawrence County,94,191,3475
5,31,47,157,TN,Shelby County,90,156,4340
5,31,5,35,AR,Crittenden County,67,115,2113
5,31,5,143,AR,Washington County,65,92,3654
5,31,5,121,AR,Randolph County,59,136,2619
5,31,5,67,AR,Jackson County,54,100,1493
5,31,5,7,AR,Benton County,44,88,2742
5,31,5,63,AR,Independence County,41,76,1645
5,31,5,37,AR,Cross County,39,77,1186
5,31,5,85,AR,Lonoke County,39,70,1657
5,31,5,45,AR,Faulkner County,38,67,1689
5,31,5,123,AR,St. Francis County,36,68,796
5,31,5,5,AR,Baxter County,32,52,1684
5,31,5,125,AR,Saline County,30,67,2259
5,31,5,135,AR,Sharp County,29,49,979
5,31,5,21,AR,Clay County,26,46,860
5,31,48,201,TX,Harris County,26,56,506
5,31,5,145,AR,White County,25,59,810
5,31,48,113,TX,Dallas County,25,40,911
5,31,5,107,AR,Phillips County,20,45,759
5,31,28,33,MS,DeSoto County,20,46,854
5,33,5,33,AR,Crawford County Non-migrants,19000,42326,1089770
5,33,5,131,AR,Sebastian County,692,1379,26228
5,33,5,143,AR,Washington County,96,164,4478
5,33,40,135,OK,Sequoyah County,93,214,3695
5,33,5,47,AR,Franklin County,67,150,2738
5,33,5,7,AR,Benton County,54,105,2600
5,33,40,79,OK,Le Flore County,41,85,1131
5,33,5,83,AR,Logan County,24,48,684
5,33,5,71,AR,Johnson County,22,41,789
5,33,5,119,AR,Pulaski County,20,40,623
5,35,5,35,AR,Crittenden County Non-migrants,15625,32900,822099
5,35,47,157,TN,Shelby County,319,611,16695
5,35,5,31,AR,Craighead County,77,163,2492
5,35,28,33,MS,DeSoto County,62,113,3565
5,35,5,123,AR,St. Francis County,48,103,1501
5,35,5,111,AR,Poinsett County,44,103,1479
5,35,5,119,AR,Pulaski County,43,84,1457
5,35,5,37,AR,Cross County,31,68,1242
5,35,5,93,AR,Mississippi County,28,61,1041
5,37,5,37,AR,Cross County Non-migrants,5326,11631,282053
5,37,5,31,AR,Craighead County,73,136,2780
5,37,5,123,AR,St. Francis County,71,172,2289
5,37,5,111,AR,Poinsett County,23,51,1039
5,37,5,35,AR,Crittenden County,21,39,534
5,39,5,39,AR,Dallas County Non-migrants,2069,4235,113971
5,39,5,103,AR,Ouachita County,27,59,1265
5,41,5,41,AR,Desha County Non-migrants,3658,7504,159345
5,41,5,17,AR,Chicot County,34,67,968
5,41,5,43,AR,Drew County,34,63,1279
5,41,5,119,AR,Pulaski County,33,59,1005
5,41,5,79,AR,Lincoln County,26,56,870
5,41,5,69,AR,Jefferson County,24,43,780
5,43,5,43,AR,Drew County Non-migrants,5457,11553,317502
5,43,5,119,AR,Pulaski County,44,83,1903
5,43,5,11,AR,Bradley County,39,76,1451
5,43,5,3,AR,Ashley County,34,70,1359
5,43,5,41,AR,Desha County,28,61,1468
5,43,5,79,AR,Lincoln County,20,32,529
5,45,5,45,AR,Faulkner County Non-migrants,39853,86195,2796114
5,45,5,119,AR,Pulaski County,830,1387,36047
5,45,5,29,AR,Conway County,167,339,7091
5,45,5,85,AR,Lonoke County,148,280,5714
5,45,5,145,AR,White County,129,236,5126
5,45,5,125,AR,Saline County,114,209,5574
5,45,5,143,AR,Washington County,110,176,5565
5,45,5,7,AR,Benton County,98,182,6876
5,45,5,23,AR,Cleburne County,95,213,4778
5,45,5,141,AR,Van Buren County,85,180,4146
5,45,5,115,AR,Pope County,70,119,3187
5,45,5,105,AR,Perry County,63,129,3195
5,45,5,51,AR,Garland County,46,86,2825
5,45,5,31,AR,Craighead County,45,82,1578
5,45,5,131,AR,Sebastian County,41,83,1539
5,45,5,69,AR,Jefferson County,38,57,773
5,45,48,113,TX,Dallas County,31,37,1294
5,45,48,201,TX,Harris County,22,32,539
5,47,5,47,AR,Franklin County Non-migrants,5289,11833,284749
5,47,5,131,AR,Sebastian County,101,209,4956
5,47,5,33,AR,Crawford County,62,118,3165
5,47,5,71,AR,Johnson County,50,131,1610
5,47,5,83,AR,Logan County,47,111,1814
5,47,5,115,AR,Pope County,21,37,467
5,49,5,49,AR,Fulton County Non-migrants,3512,7790,157671
5,49,5,135,AR,Sharp County,49,111,2695
5,49,5,5,AR,Baxter County,45,89,1568
5,49,5,65,AR,Izard County,28,65,1097
5,49,29,149,MO,Oregon County,22,45,564
5,51,5,51,AR,Garland County Non-migrants,34798,68753,2307307
5,51,5,125,AR,Saline County,272,493,15906
5,51,5,59,AR,Hot Spring County,251,514,9739
5,51,5,119,AR,Pulaski County,231,353,13643
5,51,5,45,AR,Faulkner County,69,108,3287
5,51,5,19,AR,Clark County,62,121,2153
5,51,5,143,AR,Washington County,56,102,2963
5,51,5,97,AR,Montgomery County,54,83,1774
5,51,5,7,AR,Benton County,53,89,2660
5,51,5,69,AR,Jefferson County,33,63,1262
5,51,5,109,AR,Pike County,26,49,824
5,51,5,115,AR,Pope County,25,48,1520
5,51,5,131,AR,Sebastian County,24,44,608
5,51,5,85,AR,Lonoke County,21,34,967
5,51,48,113,TX,Dallas County,20,27,851
5,53,5,53,AR,Grant County Non-migrants,5845,12955,387963
5,53,5,125,AR,Saline County,119,241,6019
5,53,5,119,AR,Pulaski County,61,112,2943
5,53,5,69,AR,Jefferson County,56,114,2261
5,53,5,59,AR,Hot Spring County,26,53,1097
5,55,5,55,AR,Greene County Non-migrants,14073,30943,833913
5,55,5,31,AR,Craighead County,284,551,12828
5,55,5,21,AR,Clay County,83,194,2713
5,55,29,69,MO,Dunklin County,37,73,1173
5,55,5,121,AR,Randolph County,31,58,1289
5,55,5,75,AR,Lawrence County,28,60,827
5,55,5,93,AR,Mississippi County,22,53,769
5,55,47,157,TN,Shelby County,22,59,619
5,55,5,111,AR,Poinsett County,21,46,656
5,57,5,57,AR,Hempstead County Non-migrants,6600,14245,298907
5,57,5,91,AR,Miller County,53,92,2126
5,57,5,61,AR,Howard County,52,111,1810
5,57,5,99,AR,Nevada County,52,109,1609
5,57,48,37,TX,Bowie County,51,107,1535
5,57,5,119,AR,Pulaski County,24,38,1300
5,59,5,59,AR,Hot Spring County Non-migrants,9742,20862,531529
5,59,5,51,AR,Garland County,196,392,7653
5,59,5,125,AR,Saline County,146,294,7073
5,59,5,119,AR,Pulaski County,79,138,2477
5,59,5,19,AR,Clark County,53,111,2227
5,59,5,53,AR,Grant County,35,88,2020
5,61,5,61,AR,Howard County Non-migrants,4249,9298,207597
5,61,5,57,AR,Hempstead County,45,106,1475
5,61,5,109,AR,Pike County,37,81,1196
5,61,5,133,AR,Sevier County,28,54,1603
5,63,5,63,AR,Independence County Non-migrants,11822,25696,686583
5,63,5,135,AR,Sharp County,106,227,3678
5,63,5,145,AR,White County,70,143,2692
5,63,5,67,AR,Jackson County,52,98,1388
5,63,5,23,AR,Cleburne County,48,95,2224
5,63,5,119,AR,Pulaski County,47,73,3665
5,63,5,31,AR,Craighead County,39,65,1500
5,63,5,65,AR,Izard County,37,71,1489
5,63,5,137,AR,Stone County,25,53,868
5,63,5,143,AR,Washington County,22,25,928
5,65,5,65,AR,Izard County Non-migrants,3915,8273,179481
5,65,5,5,AR,Baxter County,37,74,1770
5,65,5,135,AR,Sharp County,36,73,1372
5,65,5,63,AR,Independence County,33,70,1346
5,65,5,49,AR,Fulton County,28,60,896
5,67,5,67,AR,Jackson County Non-migrants,4606,9391,217854
5,67,5,63,AR,Independence County,56,110,1678
5,67,5,145,AR,White County,50,124,1996
5,67,5,31,AR,Craighead County,46,86,1737
5,67,5,119,AR,Pulaski County,36,56,788
5,69,5,69,AR,Jefferson County Non-migrants,21062,41967,1026908
5,69,5,119,AR,Pulaski County,420,753,13082
5,69,5,125,AR,Saline County,92,176,4785
5,69,5,53,AR,Grant County,84,171,4648
5,69,5,77,AR,Lee County,74,74,91
5,69,5,79,AR,Lincoln County,50,89,1736
5,69,5,45,AR,Faulkner County,47,78,1462
5,69,48,113,TX,Dallas County,47,81,1552
5,69,5,51,AR,Garland County,44,61,1638
5,69,5,25,AR,Cleveland County,41,95,1937
5,69,5,59,AR,Hot Spring County,36,42,504
5,69,48,439,TX,Tarrant County,34,58,743
5,69,5,1,AR,Arkansas County,32,63,859
5,69,5,143,AR,Washington County,31,49,887
5,69,5,85,AR,Lonoke County,28,55,1166
5,69,5,7,AR,Benton County,20,32,734
5,71,5,71,AR,Johnson County Non-migrants,7881,17797,376918
5,71,5,115,AR,Pope County,108,222,4461
5,71,5,47,AR,Franklin County,60,131,1693
5,71,5,83,AR,Logan County,31,56,1006
5,71,5,7,AR,Benton County,27,54,1013
5,73,5,73,AR,Lafayette County Non-migrants,1896,3970,82559
5,73,5,27,AR,Columbia County,36,66,2080
5,75,5,75,AR,Lawrence County Non-migrants,4779,10383,238854
5,75,5,121,AR,Randolph County,97,228,3496
5,75,5,31,AR,Craighead County,78,152,4138
5,75,5,55,AR,Greene County,38,69,1239
5,75,5,135,AR,Sharp County,31,76,1101
5,77,5,77,AR,Lee County Non-migrants,2159,4329,97691
5,77,5,123,AR,St. Francis County,24,65,954
5,77,5,31,AR,Craighead County,23,54,592
5,79,5,79,AR,Lincoln County Non-migrants,3079,6526,158102
5,79,5,69,AR,Jefferson County,43,87,1645
5,79,5,119,AR,Pulaski County,26,35,583
5,79,5,43,AR,Drew County,23,42,1036
5,81,5,81,AR,Little River County Non-migrants,3806,8040,198461
5,81,5,91,AR,Miller County,64,126,2199
5,81,48,37,TX,Bowie County,54,107,2524
5,83,5,83,AR,Logan County Non-migrants,6679,14585,316041
5,83,5,131,AR,Sebastian County,103,207,3333
5,83,5,47,AR,Franklin County,49,98,1501
5,83,5,115,AR,Pope County,37,79,1532
5,83,5,33,AR,Crawford County,23,53,733
5,83,5,71,AR,Johnson County,22,49,803
5,83,5,149,AR,Yell County,21,36,857
5,85,5,85,AR,Lonoke County Non-migrants,23631,53247,1590469
5,85,5,119,AR,Pulaski County,700,1398,32837
5,85,5,145,AR,White County,302,675,13852
5,85,5,45,AR,Faulkner County,167,317,8356
5,85,5,125,AR,Saline County,82,163,4398
5,85,5,117,AR,Prairie County,40,97,1803
5,85,5,23,AR,Cleburne County,36,78,3380
5,85,5,69,AR,Jefferson County,31,56,633
5,85,5,7,AR,Benton County,29,65,1696
5,85,57,5,FR,Foreign - APO/FPO ZIPs,27,72,1953
5,85,5,143,AR,Washington County,25,42,1311
5,85,5,51,AR,Garland County,20,30,1733
5,87,5,87,AR,Madison County Non-migrants,5356,11860,270398
5,87,5,143,AR,Washington County,155,344,6419
5,87,5,7,AR,Benton County,48,106,2245
5,87,5,15,AR,Carroll County,33,70,1040
5,89,5,89,AR,Marion County Non-migrants,5253,10728,235508
5,89,5,5,AR,Baxter County,132,264,4232
5,89,5,9,AR,Boone County,51,101,1791
5,91,5,91,AR,Miller County Non-migrants,13454,28188,777549
5,91,48,37,TX,Bowie County,657,1299,25419
5,91,5,81,AR,Little River County,46,89,2050
5,91,5,119,AR,Pulaski County,42,71,1454
5,91,5,57,AR,Hempstead County,39,83,1106
5,91,48,67,TX,Cass County,34,69,953
5,91,48,439,TX,Tarrant County,24,48,1186
5,91,48,113,TX,Dallas County,20,35,719
5,93,5,93,AR,Mississippi County Non-migrants,12366,26811,649154
5,93,5,31,AR,Craighead County,191,409,9237
5,93,29,155,MO,Pemiscot County,37,84,1342
5,93,5,35,AR,Crittenden County,35,73,1441
5,93,5,111,AR,Poinsett County,35,69,1023
5,93,47,157,TN,Shelby County,34,73,1627
5,93,5,119,AR,Pulaski County,31,53,734
5,93,5,55,AR,Greene County,27,58,953
5,95,5,95,AR,Monroe County Non-migrants,2149,4346,91218
5,95,5,119,AR,Pulaski County,33,65,987
5,95,5,1,AR,Arkansas County,21,38,778
5,97,5,97,AR,Montgomery County Non-migrants,2506,5341,112888
5,97,5,51,AR,Garland County,45,84,1201
5,97,5,109,AR,Pike County,21,55,596
5,99,5,99,AR,Nevada County Non-migrants,2596,5443,115179
5,99,5,57,AR,Hempstead County,51,108,1426
5,101,5,101,AR,Newton County Non-migrants,2303,4947,106980
5,101,5,9,AR,Boone County,92,195,3042
5,103,5,103,AR,Ouachita County Non-migrants,7491,15180,400184
